Litter ID,Species,Organ,Location,Origin,Initial mass (g),Date of burial,Date of recovery,Litterbag mass,Contents mass,Empty bag mass,Contents mass (2),Mass Loss 1,Mass Loss 2,Average
H15EV(l)7,Eriophorum vaginatum,Leaf,Herschel island,H,0.516,21/07/16,,,,,0,1,1,1
H15EV(l)8,Eriophorum vaginatum,Leaf,Herschel island,H,0.506,21/07/16,,,,,0,1,1,1
H15EV(l)9,Eriophorum vaginatum,Leaf,Herschel island,H,0.461,21/07/16,,,,,0,1,1,1
H15EV(l)10,Eriophorum vaginatum,Leaf,Herschel island,H,0.536,21/07/16,,,,,0,1,1,1
H15EV(l)11,Eriophorum vaginatum,Leaf,Herschel island,H,0.507,21/07/16,12/07/16,4.857,0.307,4.511,0.346,0.39,0.32,0.36
H15EV(l)12,Eriophorum vaginatum,Leaf,Herschel island,H,0.504,21/07/16,12/07/16,4.637,0.316,4.286,0.351,0.37,0.3,0.34
H15EV(l)13,Eriophorum vaginatum,Leaf,Herschel island,H,0.498,21/07/16,12/07/16,4.213,0.3,3.9,0.313,0.4,0.37,0.38
H15EV(l)14,Eriophorum vaginatum,Leaf,Herschel island,H,0.504,21/07/16,12/07/16,4.854,0.313,4.518,0.336,0.38,0.33,0.36
H15EV(l)15,Eriophorum vaginatum,Leaf,Herschel island,H,0.535,21/07/16,12/07/16,4.66,0.317,4.308,0.352,0.41,0.34,0.37
H15EV(l)16,Eriophorum vaginatum,Leaf,Herschel island,H,0.54,21/07/16,12/07/16,4.579,0.317,4.248,0.331,0.41,0.39,0.4
H15EV(l)17,Eriophorum vaginatum,Leaf,Herschel island,H,0.483,21/07/16,12/07/16,4.105,0.283,3.8,0.305,0.41,0.37,0.39
H15EV(l)18,Eriophorum vaginatum,Leaf,Herschel island,H,0.48,21/07/16,12/07/16,4.588,0.279,4.272,0.316,0.42,0.34,0.38
H15EV(l)19,Eriophorum vaginatum,Leaf,Herschel island,H,0.497,21/07/16,12/07/16,4.471,0.34,4.076,0.395,0.32,0.21,0.26
H15EV(l)20,Eriophorum vaginatum,Leaf,Herschel island,H,0.51,21/07/16,12/07/16,3.529,0.309,3.187,0.342,0.39,0.33,0.36
H15EV(f)1,Eriophorum vaginatum,Flower,Herschel island,H,0.535,21/07/16,,,,,0,1,1,1
H15EV(f)2,Eriophorum vaginatum,Flower,Herschel island,H,0.489,21/07/16,,,,,0,1,1,1
H15EV(f)3,Eriophorum vaginatum,Flower,Herschel island,H,0.486,21/07/16,,,,,0,1,1,1
H15EV(f)4,Eriophorum vaginatum,Flower,Herschel island,H,0.491,21/07/16,,,,,0,1,1,1
H15EV(f)5,Eriophorum vaginatum,Flower,Herschel island,H,0.517,21/07/16,,,,,0,1,1,1
H15EV(f)6,Eriophorum vaginatum,Flower,Herschel island,H,0.499,21/07/16,,,,,0,1,1,1
H15EV(f)7,Eriophorum vaginatum,Flower,Herschel island,H,0.509,21/07/16,,,,,0,1,1,1
H15EV(f)8,Eriophorum vaginatum,Flower,Herschel island,H,0.532,21/07/16,,,,,0,1,1,1
H15EV(f)9,Eriophorum vaginatum,Flower,Herschel island,H,0.529,21/07/16,,,,,0,1,1,1
H15EV(f)10,Eriophorum vaginatum,Flower,Herschel island,H,0.531,21/07/16,,,,,0,1,1,1
H15EV(f)11,Eriophorum vaginatum,Flower,Herschel island,H,0.483,21/07/16,12/07/16,4.018,0.344,3.643,0.375,0.29,0.22,0.26
H15EV(f)12,Eriophorum vaginatum,Flower,Herschel island,H,0.53,21/07/16,12/07/16,3.139,0.348,2.775,0.364,0.34,0.31,0.33
H15EV(f)13,Eriophorum vaginatum,Flower,Herschel island,H,0.487,21/07/16,12/07/16,3.271,0.304,2.951,0.32,0.38,0.34,0.36
H15EV(f)14,Eriophorum vaginatum,Flower,Herschel island,H,0.48,21/07/16,12/07/16,3.768,0.311,3.441,0.327,0.35,0.32,0.34
H15EV(f)15,Eriophorum vaginatum,Flower,Herschel island,H,0.483,21/07/16,12/07/16,3.789,0.259,3.512,0.277,0.46,0.43,0.45
H15EV(f)16,Eriophorum vaginatum,Flower,Herschel island,H,0.534,21/07/16,12/07/16,3.698,0.351,3.326,0.372,0.34,0.3,0.32
H15EV(f)17,Eriophorum vaginatum,Flower,Herschel island,H,0.5,21/07/16,12/07/16,3.89,0.321,3.536,0.354,0.36,0.29,0.33
H15EV(f)18,Eriophorum vaginatum,Flower,Herschel island,H,0.524,21/07/16,12/07/16,4.113,0.336,3.739,0.374,0.36,0.29,0.32
H15EV(f)19,Eriophorum vaginatum,Flower,Herschel island,H,0.507,21/07/16,12/07/16,3.301,0.339,2.913,0.388,0.33,0.23,0.28
H15EV(f)20,Eriophorum vaginatum,Flower,Herschel island,H,0.49,21/07/16,12/07/16,3.724,0.281,3.405,0.319,0.43,0.35,0.39
H15MA1,Moss A,Leaf,Herschel island,H,0.475,21/07/16,,,,,0,1,1,1
H15MA2,Moss A,Leaf,Herschel island,H,0.483,21/07/16,,,,,0,1,1,1
H15MA3,Moss A,Leaf,Herschel island,H,0.544,21/07/16,,,,,0,1,1,1
H15MA4,Moss A,Leaf,Herschel island,H,0.504,21/07/16,,,,,0,1,1,1
H15MA5,Moss A,Leaf,Herschel island,H,0.51,21/07/16,,,,,0,1,1,1
H15MA6,Moss A,Leaf,Herschel island,H,0.514,21/07/16,12/07/16,4.392,0.505,3.866,0.526,0.02,-0.02,0
H15MA7,Moss A,Leaf,Herschel island,H,0.466,21/07/16,12/07/16,3.44,0.441,2.988,0.452,0.05,0.03,0.04
H15MA8,Moss A,Leaf,Herschel island,H,0.516,21/07/16,12/07/16,3.461,0.494,2.976,0.485,0.04,0.06,0.05
H15MA9,Moss A,Leaf,Herschel island,H,0.528,21/07/16,12/07/16,5.038,0.515,4.502,0.536,0.02,-0.02,0
H15MA10,Moss A,Leaf,Herschel island,H,0.51,21/07/16,12/07/16,4.939,0.51,4.414,0.525,0,-0.03,-0.01
H15MB1,Moss B (sphagnum),Leaf,Herschel island,H,0.512,21/07/16,,,,,0,1,1,1
H15MB2,Moss B (sphagnum),Leaf,Herschel island,H,0.493,21/07/16,,,,,0,1,1,1
H15MB3,Moss B (sphagnum),Leaf,Herschel island,H,0.522,21/07/16,,,,,0,1,1,1
H15MB4,Moss B (sphagnum),Leaf,Herschel island,H,0.42,21/07/16,,,,,0,1,1,1
H15MB5,Moss B (sphagnum),Leaf,Herschel island,H,0.498,21/07/16,,,,,0,1,1,1
H15MB6,Moss B (sphagnum),Leaf,Herschel island,H,0.537,21/07/16,12/07/16,3.44,0.466,2.952,0.488,0.13,0.09,0.11
H15MB7,Moss B (sphagnum),Leaf,Herschel island,H,0.465,21/07/16,12/07/16,3.58,0.418,3.136,0.444,0.1,0.05,0.07
H15MB8,Moss B (sphagnum),Leaf,Herschel island,H,0.508,21/07/16,12/07/16,3.634,0.471,3.136,0.498,0.07,0.02,0.05
H15MB9,Moss B (sphagnum),Leaf,Herschel island,H,0.504,21/07/16,12/07/16,4.661,0.503,4.145,0.516,0,-0.02,-0.01
H15MB10,Moss B (sphagnum),Leaf,Herschel island,H,0.49,21/07/16,12/07/16,4.685,0.441,4.226,0.459,0.1,0.06,0.08
H15MC1,Moss C,Leaf,Herschel island,H,0.474,21/07/16,,,,,0,1,1,1
H15MC2,Moss C,Leaf,Herschel island,H,0.496,21/07/16,,,,,0,1,1,1
H15MC3,Moss C,Leaf,Herschel island,H,0.485,21/07/16,,,,,0,1,1,1
H15MC4,Moss C,Leaf,Herschel island,H,0.492,21/07/16,,,,,0,1,1,1
H15MC5,Moss C,Leaf,Herschel island,H,0.515,21/07/16,,,,,0,1,1,1
H15MC6,Moss C,Leaf,Herschel island,H,0.489,21/07/16,12/07/16,4.851,0.487,4.294,0.557,0,-0.14,-0.07
H15MC7,Moss C,Leaf,Herschel island,H,0.548,21/07/16,12/07/16,4.572,0.543,3.988,0.584,0.01,-0.07,-0.03
H15MC8,Moss C,Leaf,Herschel island,H,0.541,21/07/16,12/07/16,4.323,0.518,3.778,0.545,0.04,-0.01,0.02
H15MC9,Moss C,Leaf,Herschel island,H,0.535,21/07/16,12/07/16,3.859,0.52,3.316,0.543,0.03,-0.01,0.01
H15MC10,Moss C,Leaf,Herschel island,H,0.5,21/07/16,12/07/16,3.716,0.483,3.216,0.5,0.03,0,0.02
,,,,,,,,,,,0,,,
