Litter ID,Species,Organ,Location,Origin,Initial mass (g),Date of burial,Date of recovery,Litterbag mass,Contents mass,Empty bag mass,Contents mass (2),Mass Loss 1,Mass Loss 2,Average
K15SA(f)3,Salix arctica,Flower,Pika camp,K,0.537,21/07/16,,,,,0,1,1,1
K15SA(f)4,Salix arctica,Flower,Pika camp,K,0.481,21/07/16,,,,,0,1,1,1
K15SA(f)5,Salix arctica,Flower,Pika camp,K,0.463,21/07/16,,,,,0,1,1,1
K15SA(f)6,Salix arctica,Flower,Kluane Plateau,K,0.469,21/07/16,,,,,0,1,1,1
K15SA(f)7,Salix arctica,Flower,Kluane Plateau,K,0.538,21/07/16,,,,,0,1,1,1
K15SA(f)8,Salix arctica,Flower,Kluane Plateau,K,0.489,21/07/16,,,,,0,1,1,1
K15SA(f)9,Salix arctica,Flower,Kluane Plateau,K,0.491,21/07/16,,,,,0,1,1,1
K15SA(f)10,Salix arctica,Flower,Kluane Plateau,K,0.516,21/07/16,,,,,0,1,1,1
K15SA(f)11,Salix arctica,Flower,Pika camp,K,0.546,21/07/16,12/07/16,2.754,0.392,2.341,0.413,0.28,0.24,0.26
K15SA(f)12,Salix arctica,Flower,Pika camp,K,0.546,21/07/16,12/07/16,2.945,0.355,2.575,0.37,0.35,0.32,0.34
K15SA(f)13,Salix arctica,Flower,Pika camp,K,0.523,21/07/16,12/07/16,2.94,0.301,2.627,0.313,0.42,0.4,0.41
K15SA(f)14,Salix arctica,Flower,Pika camp,K,0.493,21/07/16,12/07/16,2.783,0.297,2.471,0.312,0.4,0.37,0.38
K15SA(f)15,Salix arctica,Flower,Pika camp,K,0.53,21/07/16,12/07/16,2.658,0.353,2.286,0.372,0.33,0.3,0.32
K15SA(f)16,Salix arctica,Flower,Kluane Plateau,K,0.515,21/07/16,12/07/16,2.78,0.251,2.507,0.273,0.51,0.47,0.49
K15SA(f)17,Salix arctica,Flower,Kluane Plateau,K,0.475,21/07/16,12/07/16,2.857,0.235,2.607,0.25,0.51,0.47,0.49
K15SA(f)18,Salix arctica,Flower,Kluane Plateau,K,0.529,21/07/16,12/07/16,2.999,0.286,2.702,0.297,0.46,0.44,0.45
K15SA(f)19,Salix arctica,Flower,Kluane Plateau,K,0.515,21/07/16,12/07/16,2.834,0.281,2.541,0.293,0.45,0.43,0.44
K15SA(f)20,Salix arctica,Flower,Kluane Plateau,K,0.508,21/07/16,12/07/16,3.121,0.243,2.868,0.253,0.52,0.5,0.51
K15SP(s)1,Salix pulchra,Stem,Pika camp,K,0.533,21/07/16,,,,,0,1,1,1
K15SP(s)2,Salix pulchra,Stem,Pika camp,K,0.511,21/07/16,,,,,0,1,1,1
K15SP(s)3,Salix pulchra,Stem,Pika camp,K,0.515,21/07/16,,,,,0,1,1,1
K15SP(s)4,Salix pulchra,Stem,Pika camp,K,0.52,21/07/16,,,,,0,1,1,1
K15SP(s)5,Salix pulchra,Stem,Pika camp,K,0.532,21/07/16,,,,,0,1,1,1
K15SP(s)6,Salix pulchra,Stem,Pika camp,K,0.496,21/07/16,,,,,0,1,1,1
K15SP(s)7,Salix pulchra,Stem,Pika camp,K,0.508,21/07/16,,,,,0,1,1,1
K15SP(s)8,Salix pulchra,Stem,Pika camp,K,0.545,21/07/16,,,,,0,1,1,1
K15SP(s)9,Salix pulchra,Stem,Pika camp,K,0.48,21/07/16,,,,,0,1,1,1
K15SP(s)10,Salix pulchra,Stem,Pika camp,K,0.547,21/07/16,,,,,0,1,1,1
K15SP(s)11,Salix pulchra,Stem,Pika camp,K,0.495,21/07/16,12/07/16,3.113,0.379,2.732,0.381,0.23,0.23,0.23
K15SP(s)12,Salix pulchra,Stem,Pika camp,K,0.464,21/07/16,12/07/16,2.565,0.373,2.182,0.383,0.2,0.17,0.19
K15SP(s)13,Salix pulchra,Stem,Pika camp,K,0.522,21/07/16,12/07/16,2.291,0.401,1.89,0.401,0.23,0.23,0.23
K15SP(s)14,Salix pulchra,Stem,Pika camp,K,0.536,21/07/16,12/07/16,3.249,0.431,2.795,0.454,0.2,0.15,0.17
